id,item_search,title,condition,domain,price,original_price,date_created,date_updated,quantity,link,status
MLA931340608,chromecast,Google Chromecast  Con Android Tv 4k 8gb/ 2gb Ram Hdmi 220v,new,MLA-STREAMING_MEDIA_DEVICES,115000.0,,2021-07-28T19:55:43.000Z,2024-04-21T02:41:33.000Z,402,https://articulo.mercadolibre.com.ar/MLA-931340608-google-chromecast-con-android-tv-4k-8gb-2gb-ram-hdmi-220v-_JM,active
MLA1282707838,chromecast,Google Chromecast 4 Google Tv Box Full Hd 8gb 2gb 4ta Gen,new,MLA-STREAMING_MEDIA_DEVICES,68799.0,,2022-12-15T17:24:01.000Z,2024-04-25T12:49:02.000Z,541,https://articulo.mercadolibre.com.ar/MLA-1282707838-google-chromecast-4-google-tv-box-full-hd-8gb-2gb-4ta-gen-_JM,active
MLA1113438254,chromecast,Google Chromecast 3 Full Hd Media Streaming Negro Carbón,new,MLA-STREAMING_MEDIA_DEVICES,99999.0,,2021-11-23T03:04:05.000Z,2024-04-18T19:46:05.000Z,299,https://articulo.mercadolibre.com.ar/MLA-1113438254-google-chromecast-3-full-hd-media-streaming-negro-carbon-_JM,active
MLA1412966371,chromecast,Google Chromecast 3 Negro,new,MLA-STREAMING_MEDIA_DEVICES,59999.0,,2024-03-05T13:14:58.000Z,2024-04-23T23:54:04.000Z,12,https://articulo.mercadolibre.com.ar/MLA-1412966371-google-chromecast-3-negro-_JM,active
MLA1702600562,chromecast,Google Chromecast 3ra Gen Youtube Netflix Streaming Hdmi,new,MLA-STREAMING_MEDIA_DEVICES,49998.0,76499.0,2024-03-13T22:29:09.000Z,2024-04-25T20:28:36.000Z,36,https://articulo.mercadolibre.com.ar/MLA-1702600562-google-chromecast-3ra-gen-youtube-netflix-streaming-hdmi-_JM,active
MLA1373397723,chromecast,Google Chromecast Google Tv De Voz 4k 8gb 2gb Ram Evotech,new,MLA-STREAMING_MEDIA_DEVICES,104999.0,,2023-06-14T19:00:10.000Z,2024-04-25T06:41:13.970Z,46,https://articulo.mercadolibre.com.ar/MLA-1373397723-google-chromecast-google-tv-de-voz-4k-8gb-2gb-ram-evotech-_JM,active
MLA1366062999,chromecast,Chromecast Google 4 Full Hd Google Tv Box 4ta Gen Streaming,new,MLA-STREAMING_MEDIA_DEVICES,84999.0,,2023-04-15T14:27:20.000Z,2024-04-25T12:12:29.000Z,73,https://articulo.mercadolibre.com.ar/MLA-1366062999-chromecast-google-4-full-hd-google-tv-box-4ta-gen-streaming-_JM,active
MLA746583594,chromecast,Google Chromecast 3 Generacion 1080p Caja 100% Original,new,MLA-STREAMING_MEDIA_DEVICES,56599.0,,2018-09-04T21:21:10.000Z,2024-04-17T16:52:33.350Z,2170,https://articulo.mercadolibre.com.ar/MLA-746583594-google-chromecast-3-generacion-1080p-caja-100-original-_JM,active
MLA1121937411,chromecast,Google Chromecast Google Tv De Voz 4k 8gb Cargador Original,new,MLA-STREAMING_MEDIA_DEVICES,116998.0,,2022-02-03T00:07:05.000Z,2024-04-25T18:29:08.809Z,372,https://articulo.mercadolibre.com.ar/MLA-1121937411-google-chromecast-google-tv-de-voz-4k-8gb-cargador-original-_JM,active
MLA1446831930,chromecast,Chromecast Google Ga03131 Google Tv Hd 8gb Blanco,new,MLA-STREAMING_MEDIA_DEVICES,69900.0,,2023-07-10T15:35:48.000Z,2024-04-24T19:55:29.000Z,315,https://articulo.mercadolibre.com.ar/MLA-1446831930-chromecast-google-ga03131-google-tv-hd-8gb-blanco-_JM,active
MLA1108803654,chromecast,Chromecast With Google Tv De Voz 4k 8gb Con 2gb Ram,new,MLA-STREAMING_MEDIA_DEVICES,85900.0,,2021-10-19T18:45:41.000Z,2024-04-23T20:16:37.614Z,189,https://articulo.mercadolibre.com.ar/MLA-1108803654-chromecast-with-google-tv-de-voz-4k-8gb-con-2gb-ram-_JM,active
MLA1324463415,chromecast,Chromecast Google Ga03131 Tv Hd 8gb Blanco Control !,new,MLA-STREAMING_MEDIA_DEVICES,106421.0,106421.0,2023-01-28T15:18:34.000Z,2024-04-25T21:54:19.000Z,1402,https://articulo.mercadolibre.com.ar/MLA-1324463415-chromecast-google-ga03131-tv-hd-8gb-blanco-control--_JM,active
MLA1130305136,chromecast,Google Tv + Chromecast 4k Control De Voz 8gb Fuente 220v,new,MLA-STREAMING_MEDIA_DEVICES,138596.0,,2022-04-01T18:22:58.000Z,2024-04-20T12:00:11.000Z,526,https://articulo.mercadolibre.com.ar/MLA-1130305136-google-tv-chromecast-4k-control-de-voz-8gb-fuente-220v-_JM,active
MLA914384593,chromecast, Chromecast Google Tv 4k 8gb Blanco Control Remoto Voz,new,MLA-STREAMING_MEDIA_DEVICES,84000.0,,2021-04-01T20:19:52.000Z,2024-04-20T20:53:37.612Z,584,https://articulo.mercadolibre.com.ar/MLA-914384593-chromecast-google-tv-4k-8gb-blanco-control-remoto-voz-_JM,active
MLA1520868370,chromecast,Google Chromecast Con Google Tv 4.ª Generación 4k 8gb 2gb,new,MLA-STREAMING_MEDIA_DEVICES,83999.0,,2023-09-27T13:50:04.000Z,2024-04-19T19:24:11.000Z,109,https://articulo.mercadolibre.com.ar/MLA-1520868370-google-chromecast-con-google-tv-4-generacion-4k-8gb-2gb-_JM,active
MLA1188051901,chromecast,Google Chromecast With Google Tv De Voz 4k 8gb Snow ,new,MLA-STREAMING_MEDIA_DEVICES,84408.0,,2022-10-08T15:35:46.000Z,2024-04-25T15:54:10.000Z,15,https://articulo.mercadolibre.com.ar/MLA-1188051901-google-chromecast-with-google-tv-de-voz-4k-8gb-snow-_JM,active
MLA1131067350,chromecast,Google Chromecast 4 Control De Voz 4k 8gb En Caja Con Fuente,new,MLA-STREAMING_MEDIA_DEVICES,89999.1,99999.0,2022-04-06T22:00:39.000Z,2024-04-24T19:23:45.526Z,2496,https://articulo.mercadolibre.com.ar/MLA-1131067350-google-chromecast-4-control-de-voz-4k-8gb-en-caja-con-fuente-_JM,active
MLA1397345489,chromecast,Google Chromecast Con Google Tv Hd 4ta Generación,new,MLA-STREAMING_MEDIA_DEVICES,89900.0,,2023-11-29T21:46:31.000Z,2024-04-22T11:40:15.000Z,99,https://articulo.mercadolibre.com.ar/MLA-1397345489-google-chromecast-con-google-tv-hd-4ta-generacion-_JM,active
MLA1389005159,chromecast,Chromecast Google Tv Hd 8gb 2gb Ram 60 4ta Gen Blanco,new,MLA-STREAMING_MEDIA_DEVICES,82354.05,82354.05,2023-09-20T17:07:06.000Z,2024-04-21T23:06:35.000Z,38,https://articulo.mercadolibre.com.ar/MLA-1389005159-chromecast-google-tv-hd-8gb-2gb-ram-60-4ta-gen-blanco-_JM,active
MLA1399316559,chromecast,Google Chromecast  3ra Generacion Full Hd Media Streaming,new,MLA-STREAMING_MEDIA_DEVICES,56999.0,56999.0,2023-12-18T18:19:13.000Z,2024-04-25T21:06:23.745Z,67,https://articulo.mercadolibre.com.ar/MLA-1399316559-google-chromecast-3ra-generacion-full-hd-media-streaming-_JM,active
